VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,Firm,PostDate,VacancySite,SourceLink,Content
Vodja SMM (social media marketing) m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-SMM-social-media-marketing-86358.php,07.03.2018,04:01,MIRAG INVEST d.o.o., Objavljeno: 05.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-SMM-social-media-marketing-86358.php,"\nVeč o podjetju\n\n\nMIRAG INVEST d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nUpravljanje vsebin spletne strani in socialnih omrežij (Facebook, Twitter, Instagram...), blog\nTelefonski marketing\nizvajanje projektov s pomočjo zunanjih izvajalcev\nNačrtovanje in objavljanje spletne vsebine z orodji kot npr. Hootsuite in Asana\npriprava in vodenje kampanj in natečajev za promocijo podjetja,\nVodenje statistik in analiz spletnih strani, uspešnosti\nSposobnost urejanja in pisanja besedil, prilagajanje besedil specifikam posameznih spletnih platform,\nOblikovanje bannerjev in pomoč pri spletni vizualizaciji,\nAnaliza in raziskava ključnih besed, statistika spletnih mest\nCopyrighting\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nVII.\n\n\nZahtevane delovne izkušnje:\n4 - 5 let\n\n\nPričakujemo:\n\nVsaj 3 leta izkušenj na projektih povezanih s socialnimi omrežji in snovanjem spletnih vsebin,\nDobro pisno znanje angleščine (vsaj B2),\nDobro verbalno in neverbalno komunikacijo,\nZnanje prilagajnja besedil specifikam posameznih spletnih platform,\nSamostojnost, iznajdljivost, ustvarjalnost,\nDobre organizacijske sposobnosti,\nPoznavanje socialnih omrežij\nPoznavanje orodij za grafično dizajniranje  (npr. Adobe Creative Suite), Google Analyticsa, Facebook Insighta in SEO, orodij za masovne mailinge, npr. MailChimp...\nPoznavanje in razumevanje algoritmov in optimizacije spletnih brskalnikov\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas\nzaposlitev za polni delovni čas\ndelo v mladem kolektivu in dinamičnem delovnem okolju\nredno plačilo\n\n\n\nOblika zaposlitve ali sodelovanja:\nzaposlitev za nedoločen čas\n\n\nPoskusna doba:\n3 mesece\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Vodja delavnice (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-delavnice-mz-86485.php,07.03.2018,04:01,KataleaConsulting d.o.o., Objavljeno: 06.02.2018 , Kraj dela: Gorenjska regija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-delavnice-mz-86485.php,"\nZa uspešno in mednarodno priznano podjetje iz Gorenjske, ki deluje na področju proizvodnje in inženiringa opreme, strojev in naprav, iščemo izkušene in tehnično podkovane kandidate za delovno mesto Vodjo delavnice m/ž.\nVeč o podjetju\n\n\nKataleaConsulting d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\n vodi, organizira, nadzira in koordinira proces realizacije proizvoda v proizvodni delavnici v skladu z vsakokrat veljavno organizacijsko strukturo družbe od prevzema dokumentacije do izdelave proizvoda in montaže:\n\nzagotavlja izpolnjevanje rokov, doseganje pričakovane kakovosti,\nzagotavlja delovno disciplino, odreja čiščenje strojne opreme, delovnih prostorov in predpisanega tekočega vzdrževanja ter mazanja,\nspodbuja zaposlene k inovativnosti, jih motivira za delo in zagotavlja dvig produktivnosti,\nskrbi za racionalno funkcioniranje proizvodnje (npr. racionalna poraba materiala, delovnih sredstev, dela zaposlenih),\norganizira montažo izdelka na terenu in poskrbi za ustrezno vodenje montaže;\n\n\nanalizira učinkovitost procesa realizacije proizvoda v delavnici, stalno skrbi za izboljševanje procesa,\nnadzoruje izvajanje procesne kontrole, zagotavlja kakovost proizvodov in  kontrolira izdelke,\nodpravlja vzroke kakovostnih odstopanj,\npripravlja in izdeluje predpisane evidence in poročila,\nkonstruktivno sodeluje z ostalimi procesi delodajalca, predlaga spremembe in investicije,\nzagotavlja spoštovanje predpisov s področja varnosti in zdravja pri delu ter požarnega varstva,\nzagotavlja spoštovanje zakonov in podzakonskih aktov, ki se nanašajo na delovna razmerja ter druge oblike dela,\nspoštuje standarde, interne akte ter pisna in ustna navodila delodajalca,\nvodi posamezne projekte v dogovoru z delodajalcem,\npo potrebi operativno izvaja ključavničarska dela, sestavlja proizvode ali sklope ali vodi montažo na terenu.\n\nOdgovornosti:\n\nza uspešno in učinkovito delovanje delavnice, za doseganje ciljev,\nza delo podrejenih,\nza varnost in zdravje pri delu (spoštovanje predpisov in nadzor nad drugimi, vključenimi v procesu proizvodnje),\nza ustrezno kakovost izdelkov,\nza zakonitost lastnega dela (spoštovanje zakonov, internih aktov, organizacijskih predpisov, delovnih navodil, ustnih navodil delodajalca) in zakonitost dela delavnice v celoti.\n\n\nPričakujemo\n\nPričakujemo:\n\nZahtevana izobrazba: višja (alternativa srednja) strokovna izobrazba strojne  smeri.\nDelovne izkušnje: 24 mesecev pri podobnih delih.\n\n Posebna znanja:\n\nodlično poznavanje tehnologij (obdelave, izdelave) in strojne opreme,\nodlično poznavanje strojnih elementov, materialov in fluidne tehnike (hidravlika, pnevmatika),\nbranje in razumevanje dokumentacije (risb, načrtov),\norganizacijska znanja,\nobvladovanje tehnik vodenja in dela z ljudmi ter tehnik reševanja problemov,\nznanje računalništva (MS Windows, MS Office, AutoCAD, Creo osnovno),\npasivno znanje angleškega ali nemškega jezika.\n\n Sposobnosti:\n\norganizacijske in vodstvene sposobnosti,\nodločnost, taktnost, strpnost,\nsamostojnost, prožnost,\nkomunikacijske sposobnosti,\nsposobnost reševanja konfliktnih situacij,\nobvladovanje sprememb,\nodpornost na stresne razmere,\nsposobnost timskega dela,\nzdravstvene sposobnosti v skladu z oceno tveganja.\n\n Pričakovano vedenje:\n\nrazumevanje, sprejemanje in spoštovanje vizije, strategije, kulture in ciljev družbe,\nvedenje v smislu dajanja dobrega zgleda in pozitivne naravnanosti do podjetja,\nodločnost, doslednost, vestnost, prožnost,\nprimeren (komunikativen, spoštljiv, dosleden, strpen) odnos do sodelavcev in strank,\npravičen odnos do vseh podrejenih,\npripravljenost za timsko delo,\nsamoiniciativnost,\npozitivno mišljenje, pripravljenost sprejemati spremembe, inovativnost,\nstalno izobraževanje in samoizobraževanje,\nodgovoren odnos do kakovosti in avtokontrola.\n\n\nPonujamo\n\nPonujamo:\n\ndinamično delo.\n\n\n\n\n"
"Vodja ekipe električarjev (m/ž), bauleiter",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-ekipe-elektricarjev-mz-bauleiter-88022.php,07.03.2018,04:00,Paros mont d.o.o., Objavljeno: 05.03.2018 ," Kraj dela: Munchen, Nemčija",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-ekipe-elektricarjev-mz-bauleiter-88022.php,"\nPodjetje PAROS MONT d.o.o. Ptuj izvaja elektro in mehanske montaže v industriji in gradbeništvu - na področju avtomobilske, prehrambene, predelovalne in drugih industrij. \nVeč o podjetju\n\n\nParos mont d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nzaposlimo Vodjo ekipe (m/ž) elektro monterjev (bauleiterja) za delo v  Nemčiji, predvidena je tedenska migracija\n\n\nPričakujemo\n\nZahtevana izobrazba:\nIII., IV., V., VI/1.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\ndelovne izkušnje na montaži v tujini \nizkušnje pri vodenju skupine \nznanje nemščine in/ali angleščine\n\n\nPonujamo\n\nPonujamo:\n\ntakojšnjo zaposlitev\ndobro in redno plačilo po sistemu ""več znaš, več veljaš""\nzaposlitev za določen čas z 1 mesečnim poskusnim obdobjem\npredvidene so tedenske migracije v Slovenijo oz. po dogovoru glede na oddaljenost\ndelo za polni delovni čas\n\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
Vodja finančno - računovodske službe (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-financno---racunovodske-sluzbe-mz-87917.php,07.03.2018,04:00,Jezeršek gostinstvo d.o.o., Objavljeno: 01.03.2018 , Kraj dela: Sora pri Medvodah,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-financno---racunovodske-sluzbe-mz-87917.php,"\nVeč o podjetju\n\n\nJezeršek gostinstvo d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nVodenje finančno računovodske službe\nSkrbništvo nad krogotokom dokumentacije – ciljna digitalizacija\nSkrbništvo nad internimi predpisi s področja računovodstva, financ in splošnih zadev\nOrganiziranost glavne knjige in pomožnih knjig skladno z zakonom, standardi in pravili stroke\nIzvajanje finančno računovodskega kontrolinga – skrbništvo za finančno boniteto družbe\nPriprava finančno-računovodskih izkazov, analiz in poročil za interne potrebe in potrebe AJPES-a, FURS-a, SURS-a, bank\nSkrbništvo nad poslovnim načrtovanjem in ustreznim ukrepanjem ob odstopanjih\nObvladovanje obratnega kapitala\nSkrbništvo nad plačilno sposobnostjo družbe, prispevanje k donosnosti, neodvisnosti in zniževanju tveganj\nKomuniciranje z deležniki s področja dela.\nZastopanje finančnih interesov družbe v vodstvenem timu\n\n\nPričakujemo\n\nZahtevana izobrazba:\nV., VI/1., VI/2.\n\n\nPričakujemo:\n\nUstrezno izobrazbo in primerne izkušnje ter strokovne in vodstvene kompetence\nPoznavanje pravil poslovno finančne stroke in ustrezne zakonodaje (ZGD, OZ, ZFPPIPP)\nRazumevanje računovodskih načel in standardov ter davčne zakonodaje\nNeodvisnost pri pripravi računovodskih izkazov in ustreznih poročil\nUporabo orodij MS Office\nSamostojnost, samoiniciativnost, usmerjenost k rezultatom\nKomunikacijske in organizacijske sposobnosti\nZnanje angleškega jezika (predhodno preverjanje)\nVozniški izpit B kategorije\nNaklonjenost spremembam podjetja v rasti\nŽeljo po strokovnem izpopolnjevanju in prispevanju k rasti vodstvenega tima družbe\n\nPrednost bodo imeli kandidati, ki gojijo strast do področja hrane in pijače.\n\nPonujamo\n\nMesečno plačilo:\n \n\n\n\n"
Vodja gostinskega obrata m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gostinskega-obrata-87817.php,07.03.2018,04:00,BID d.o.o., Objavljeno: 28.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gostinskega-obrata-87817.php,"\nZa delo v eni izmed poslovnih enot skupine Kaval group iščemo novega sodelavca na delovnem mestu Vodja gostinskega obrata (m/ž).\nVeč o podjetju\n\n\nBID d.o.o.\nGlavna dejavnost\nGostinstvo in trgovina.\nLeto ustanovitve\n2001\nPredstavitev podjetja\n- Art Cafe tivoli.\n- Castle Lounge club Goodlife.\n- Grajska kavarna.\n- Kaval Catering.\n- KAVAL GOSTILNA IN PICERIJA.\n- Kavarnica kaval club.\n- Mačja kavarnica.\n- Pizzerija Kavalino.\n- Restavracija Evergreen.\n- Restavracija in kavarna Element.\n- Restavracija in picerija Angel.\n- Restavracija Strelec.\n- Slaščičarna Lolita.\n- Špageterija in picerija Favola.\nŠtevilo zaposlenih\n20 - 49\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nnačrtovanje, organiziranje, vodenje in nadziranje celotnega poslovanja poslovne enote,\nspremljanje zalog živil, pijače, surovin,\nnadzor nad izvajanjem nalog s strani podrejenih delavcev in drugih zaposlenih,\nskrb za naročanje in prevzem pijač,\nstrežba gostov.\n\n\nPričakujemo\n\nPričakujemo:\n\nIV., V. ali višja izobrazba ustrezne smeri,\nprofesionalno vodenje,\nvodstvene izkušnje 2 leti,\nznanje tujih jezikov,\nsamostojno delo,\nkomunikativnost.\n\n\nPonujamo\n\nPonujamo:\n\npogodbo za nedoločen čas,\n1 mesec poskusnega dela,\nredno plačilo,\ndelo za polni delovni čas,\nprijetno delovno okolje v prijetnem kolektivu,\nzanimivo, dinamično delo,\nstimulativno plačilo.\n\n\n\n\n"
Vodja gradbenega programa m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gradbenega-programa-87770.php,07.03.2018,04:00,"INPOS, d.o.o., Celje", Objavljeno: 27.02.2018 , Kraj dela: Celje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gradbenega-programa-87770.php,"\nPodjetje Inpos, d.o.o., Celje k sodelovanju vabi: Vodjo gradbenega programa (m/ž).\nVeč o podjetju\n\n\nINPOS, d.o.o., Celje\nPredstavitev podjetja\nInpos postaja pojem nakupovanja tehničnega blaga za potrošnike. Kvalitetne blagovne znamke po najnižjih cenah, vedno izjemen nabor izdelkov v akciji, vedno lepši nakupovalni centri po Sloveniji!\nŠtevilo zaposlenih\n150 -199\nPoslanstvo in vizija\nV središču Inposovega poslanstva je skrb za objekt, tako stanovanjski kot poslovni. Kupcem Inposa na enem mestu omogočamo širok izbor tehničnih izdelkov in pripadajočih storitev za gradnjo, opremljanje in vzdrževanje objektov, stanovanjskih, poslovnih in proizvodnih prostorov.\n\nDrugo jedro Inposovega poslanstva je industrija. Inpos industrijskim kupcem zagotavlja vrsto izdelkov za potrebe proizvodnje.\n\nIzdelke in storitve nudimo po konkurenčnih cenah, njihovo širino, globino in kakovost pa nenehno izboljšujemo ter prilagajamo potrebam kupcev. \n\nVizija:\n\nKot trgovsko podjetje s tehničnim blagom želimo doseči pomemben tržni delež na slovenskem trgu na področju veleprodaje in maloprodaje.\n\nNa slovenskem trgu želimo zastopati in tržiti prepoznavne blagovne znamke domačih in tujih dobaviteljev.\n\nPostati želimo izvozno/uvozno usmerjeno trgovsko podjetje s poudarkom na partnerskem sodelovanju s poslovnimi partnerji.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nvodenje, organiziranje in koordiniranje dela na programu v skladu z akti družbe,\noblikovanje in izvajanje nabavne politike programa, tako za veleprodajno kot tudi maloprodajno področje, v skladu s poslovno politiko družbe,\nsodelovanje pri oblikovanju in  izvajanju prodajne in cenovne politike programa, tako za veleprodajno kot tudi maloprodajno področje,\nizdelava plana obveznosti komercialistov in ugotavljanje uspešnosti  le-teh,\nsodelovanje pri pripravi in izvajanju marketinške politike družbe in programa,\nobvladovanje  stroškov poslovanja programa,\nredno in sistematično spremljanje dogodkov in trendov na trgu, potreb kupcev, aktivnosti konkurence, industrije, tehnologije in zakonodaje \n\nCilji delovnega mesta:\n\ndoseganje planskih nabavnih in prodajnih rezultatov,\npovečevanje tržnega deleža in prihodkov,\nuspešno pozicioniranje na trgu.\n\n\nPričakujemo\n\nPričakujemo:\n\nnajmanj  V. stopnjo izobrazbe,\nnajmanj 3 leta delovnih izkušenj v trgovski branži na gradbenem področju in odlično poznavanje prodajnih procesov,\nkomercialna znanja in dobre pogajalske in prodajne sposobnosti,\nodlična komunikacija s strankami,\nurejenost, natančnost in doslednost,\nznanje enega tujega jezika,\npoznavanje dela z računalnikom.\n\n\nPonujamo\n\nPonujamo:\n\ndinamično delovno okolje,\nzaposlitev s polnim delovnim časom za nedoločen čas. \n\n\n\n\n"
Vodja gradbišča (m/ž) na Obali in Istri,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gradbisca-mz-na-Obali-in-Istri-87661.php,07.03.2018,04:00,Makro 5 Gradnje d.o.o., Objavljeno: 26.02.2018 ," Kraj dela: Obala, Istra",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-gradbisca-mz-na-Obali-in-Istri-87661.php,"\nSmo uspešno slovensko gradbeno podjetje, ki se ukvarja z gradnjo visoko kakovostnih objektov najrazličnejših vrst od stanovanjske gradnje, poslovnih in tehnoloških prostorov do turističnih kompleksov.\nSpecializirani smo za novogradnje, rekonstrukcije, projektiranje in svetovanje. V okviru raziskovalne dejavnosti v našem podjetju razvijamo interni standard in tehnologije za energetsko prenovo spomeniško zaščitenih stavb ter sistem vodenja projektov energetske sanacije stavb.\nVeč o podjetju\n\n\nMakro 5 Gradnje d.o.o.\nGlavna dejavnost\nSpecializirani smo za novogradnje, rekonstrukcije, projektiranje in svetovanje.\nPredstavitev podjetja\nSmo uspešno slovensko gradbeno podjetje, ki se ukvarja z gradnjo visoko kakovostnih objektov najrazličnejših vrst od stanovanjske gradnje, poslovnih in tehnoloških prostorov do turističnih kompleksov. Specializirani smo za novogradnje, rekonstrukcije, projektiranje in svetovanje. \nV okviru raziskovalne dejavnosti v našem podjetju razvijamo interni standard in tehnologije za energetsko prenovo spomeniško zaščitenih stavb ter sistem vodenja projektov energetske sanacije stavb.\n\nJamčimo: \n- kakovost našega dela in dela naših podizvajalcev, odlične materiale\n- uporaba najsodobnejših tehnologij \n- odličnost poslovanja\n\nUresničevati želje najzahtevnejših investitorjev in kupcev, ki pričakujejo najvišjo\nkakovost za svoje stanovanjske objekte, poslovne prostore ali hotelske komplekse, pomeni, ponuditi celostni pristop k projektu, s spoštovanjem rokov, predračunov, kakovostno izvedbo ter tesno sodelovanje s partnerji. \n\nNaš cilj je dolgoročno sodelovanje s poslovnimi partnerji. Izpeljemo lahko najbolj obsežne in kompleksne projekte, saj imamo dolgoletne izkušnje s koordiniranjem številnih podizvajalcev in dobaviteljev. \nUsposobljeni smo za realizacijo projektov vezanih na finančno podporo različnih skladov pod okriljem Evropske unije.\nŠtevilo zaposlenih\n50 - 99\nPoslanstvo in vizija\nMakro 5 Gradnje bo do leta 2020 vodilno podjetje za vodenje gradbenih projektov v Sloveniji. \n\n\nPoslovno vizijo uresničujemo z visoko motiviranimi zaposlenimi, ki predstavljajo temelj naše poslovne strategije. \n\nSkrb za zaposlene, dobri odnosi z našimi poslovnimi partnerji in družbeno odgovorno delovanje so pogoji, ki jih izpolnjujemo, da dosegamo kakovostne storitve in zadovoljstvo investitorjev.\n\nGlavne vrednote podjetja Makro 5 gradnje so znanje, kakovost in poštenost. \n\nPosel temelji na upoštevanju najsodobnejših tehnologij na področju gradbeništva in organizacije dela, skrbi za strokovnost projektov, izobraževanju in poslovni odličnosti.\n\nKakovost svojih storitev dokazujemo s certifikatom ISO 9001:2000.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\nDelo obsega:\n\nnačrtovanje, organiziranje, usmerjanje, vodenje in kontrola gradnje in zaključevanja zahtevnih objektov,\npregled ponudb kooperantov, morebitna nova povpraševanja in pogajanja,\nizdelava grobega terminskega plana,\nusklajevanje projekta in materialov s projektantom in investitorjem,\nnadzor nad izvajanjem del v skladu s terminskim planom in tehnično dokumentacijo,\nkontrola kvalitete izvedenih gradbenih in kooperantskih del,\nnabava materialov za potrebe gradbišča,\nkoličinski in kvalitativni nadzor nad prevzetim materialom,\nažurno vodenje gradbene knjige, gradbenega dnevnika in drugih evidenc ter kontrola stroškov gradnje,\norganiziranje in priprava podatkov za izstavitev situacij ter obračuna opravljenih del,\npredaja zaključnih del ter odprava reklamacij,\nnadzor nad pravilno tehnično izvedbo prevzetih del.\n\n\n\nDelovni čas:\npolni delovni čas\n\nPričakujemo\n\nZahtevana izobrazba:\nV., VI/1., VI/2., VII., VIII/1.\n\n\nZahtevane delovne izkušnje:\n6 - 9 let\n\n\nPričakujemo:\n\ndoslednost, strokovnost,\ndoseganje terminskih in finančnih planov.\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas,\nposkusna doba 6 mesecev.\n\n\n\nMesečno plačilo:\npo dogovoru - (nudijo se dodatne bonitete)\n\n\n\n"
Vodja informatike m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-informatike-mz-88125.php,07.03.2018,04:00,Kariera d.o.o., Objavljeno: 06.03.2018 , Kraj dela: Gorenjska regija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-informatike-mz-88125.php,"\nZa našega naročnika, javno podjetje, ki deluje na področju ekologije in tehnoloških izboljšav, iščemo kandidata za delovno mesto Vodja informatike m/ž na lokaciji Gorenjska. \nVeč o podjetju\n\n\nKariera d.o.o.\nGlavna dejavnost\nV Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.\n\nČe iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.\n\nSodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.\n\nKarierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna.\nLeto ustanovitve\n2005\nPredstavitev podjetja\nKaj nas dela drugačne?\n\nStrokovnjaki prepoznavamo strokovnjake\nNaše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.\n\nProjektne rešitve\nPoiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\nnačrtovanje, usmerjanje in usklajevanje računalniških storitev podjetja, \nnačrtovanje politike računalniških obdelav podatkov in razvoj novih rešitev, \nusmerjanje izbire, uporabe in vzdrževanja računalniške strojne in programske opreme,\nkontroliranje stroškov in zagotavljanje učinkovite porabe virov, \nzagotavljanje delovanje informacijskega sistema, \nvodenje zaposlenih v službi informatike, \nusposabljanje in izobraževanje zaposlenih na področju informatike, \nkoordinacija zahtev sektorjev, služb in delovnih enot, \npriprava plana informatike, \ndoločanje in usmerjanje operativnih ter administrativnih postopkov.\n\n\nPričakujemo\n\nPričakujemo:\n\nVII. stopnja izobrazbe na področju informatike, \nnajmanj 3 leta delovnih izkušenj na primerljivem delovnem mestu, \nznanje angleškega jezika,\norganizacijske in komunikacijske sposobnosti, \npogajalske sposobnosti,\nsposobnost strateškega razmišljanja, \nvodstvene sposobnosti in timska naravnanost,\nzanesljivost, samostojnost in hitra odzivnost,\nželja po osvajanju novih znanj, \nvozniški izpit B kategorije. \n\n\nPonujamo\n\nPonujamo:\nPodjetje nudi izbranemu kandidatu zaposlitev za nedoločen čas po uspešno opravljeni poskusni dobi, delo v stabilnem in urejenem delovnem okolju, raznoliko in zanimivo delo v prijetnem timu ter možnost osebnega in strokovnega razvoja. \nNe odlašajte s prijavo in se zaposlite v podjetju, ki je usmerjeno k nenehnemu razvoju in izboljšavam poslovanja. \n\n\n\n"
Vodja inštruktorjev usposabljanja varjenja m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-instruktorjev-usposabljanja-varjenja-87939.php,07.03.2018,04:01,"Institut za varilstvo d.o.o., Ljubljana", Objavljeno: 01.03.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-instruktorjev-usposabljanja-varjenja-87939.php,"\nVeč o podjetju\n\n\nInstitut za varilstvo d.o.o., Ljubljana\n\n"
Vodja investicijskih projektov m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-investicijskih-projektov-86354.php,07.03.2018,04:01,MIRAG INVEST d.o.o., Objavljeno: 05.02.2018 , Kraj dela: Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-investicijskih-projektov-86354.php,"\nVeč o podjetju\n\n\nMIRAG INVEST d.o.o.\n\n\n\nOpis delovnega mesta\n\nNaloge in odgovornosti:\n\noperativno vodenje investicijskih projektov, ki so predhodno dogovorjeni z direktorjem družbe\nplaniranje in koordiniranje dela na posameznih projektih družbe\ndogovarjanje o poslovnem sodelovanju ter sklepanje pogodb\nsprejemanje odločitev v okviru svojih pristojnosti\n\n\nPričakujemo\n\nZahtevana izobrazba:\nVII.\n\n\nZahtevane delovne izkušnje:\n1 - 3 let\n\n\nPričakujemo:\n\nzelo dobro poznavanje angleškega jezika (native speaker)\ndobro poznavanje računalniških orodij in omrežij\ndobro poznavanje bančnega poslovanja, delniških trgov, kriptovalut\ndobre organizacijske sposobnosti\niznajdljivost in ustvarjalnost\n\n\nPonujamo\n\nPonujamo:\n\nzaposlitev za nedoločen čas\nzaposlitev za polni delovni čas\ndelo v mladem kolektivu in dinamičnem delovnem okolju\nredno plačilo\n\n\n\nPoskusna doba:\n3 mesece\n\n\nMesečno plačilo:\npo dogovoru \n\n\n\n"
